StateProvince,Category,Manufacturer,Segment,SubCategory,OrderDate,OrderID,ProductName,Profit,ProfitCY,Sales,SalesCY
Pennsylvania,Office Supplies,Other,Corporate,Envelopes,10/22/2022,US-2022-156363,#6 3/4 Gummed Flap White Envelopes,$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Other,Corporate,Fasteners,4/16/2020,US-2020-106215,Staples,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Paper,10/19/2022,US-2022-125199,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Adams,Corporate,Paper,10/18/2019,US-2019-138450,"Adams ""While You Were Out"" Message Pads",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Southworth,Corporate,Paper,9/29/2019,US-2019-122931,Southworth Parchment Paper & Envelopes,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Adams,Corporate,Paper,10/13/2022,US-2022-132976,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",$0.01K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Tripp Lite,Corporate,Appliances,7/25/2021,US-2021-115525,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$0.03K,,$0.2K,
Pennsylvania,Office Supplies,OIC,Corporate,Fasteners,4/13/2022,US-2022-141663,Translucent Push Pins by OIC,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,2/24/2022,US-2022-127397,Xerox 1988,$0.04K,$0.0K,$0.1K,$0.1K
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,12/4/2022,US-2022-117667,Xerox 1956,$0.01K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Holmes,Corporate,Appliances,11/18/2021,US-2021-158575,Holmes 99% HEPA Air Purifier,$0.02K,,$0.1K,
Pennsylvania,Office Supplies,Acco,Corporate,Appliances,9/26/2019,US-2019-144974,"Acco Six-Outlet Power Strip, 4' Cord Length",$0.00K,,$0.0K,
New York,Office Supplies,Wilson Jones,Corporate,Binders,11/5/2020,US-2020-144386,"Wilson Jones 1"" Hanging DublLock Ring Binders",$0.01K,,$0.0K,
New York,Office Supplies,GBC,Corporate,Binders,12/3/2020,US-2020-142475,GBC Therma-A-Bind 250T Electric Binding System,$0.21K,,$0.6K,
Pennsylvania,Office Supplies,Other,Corporate,Envelopes,10/18/2019,US-2019-138450,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",$0.02K,,$0.1K,
Ohio,Office Supplies,Wirebound,Corporate,Paper,9/3/2021,US-2021-153185,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Paper,9/1/2021,US-2021-155481,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Eldon,Corporate,Storage,10/18/2019,US-2019-138450,"Eldon Base for stackable storage shelf, platinum",-$0.04K,,$0.2K,
Pennsylvania,Office Supplies,Tennsco,Corporate,Storage,9/29/2019,US-2019-122931,Tennsco Single-Tier Lockers,-$0.34K,,$1.8K,
Pennsylvania,Office Supplies,Eldon,Corporate,Storage,10/13/2022,US-2022-132976,Eldon Simplefile Box Office,$0.01K,$0.0K,$0.1K,$0.1K
Pennsylvania,Office Supplies,Gould Plastics,Corporate,Storage,6/25/2021,US-2021-152051,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",-$0.05K,,$0.3K,
Ohio,Office Supplies,Fellowes,Corporate,Appliances,11/26/2022,US-2022-155957,Fellowes Superior 10 Outlet Split Surge Protector,$0.02K,$0.0K,$0.2K,$0.2K
Ohio,Office Supplies,BIC,Corporate,Art,11/18/2022,US-2022-158946,BIC Liqua Brite Liner,$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Boston,Corporate,Art,10/19/2022,US-2022-125199,Boston 16801 Nautilus Battery Pencil Sharpener,$0.01K,$0.0K,$0.1K,$0.1K
Pennsylvania,Office Supplies,Avery,Corporate,Art,12/18/2022,US-2022-164000,Avery Fluorescent Highlighter Four-Color Set,$0.00K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Ibico,Corporate,Binders,12/6/2021,US-2021-162390,Ibico EB-19 Dual Function Manual Binding System,$0.31K,,$1.0K,
Ohio,Office Supplies,Other,Corporate,Fasteners,4/16/2020,US-2020-161263,"Super Bands, 12/Pack",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Fasteners,8/29/2021,US-2021-159912,Revere Boxed Rubber Bands by Revere,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Fasteners,9/1/2021,US-2021-155481,Staples,$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Xerox,Corporate,Paper,11/24/2022,US-2022-131366,Xerox 1919,$0.08K,$0.1K,$0.2K,$0.2K
New York,Office Supplies,ACCOHIDE,Corporate,Binders,9/2/2022,US-2022-157987,"ACCOHIDE 3-Ring Binder, Blue, 1""",$0.01K,$0.0K,$0.0K,$0.0K
New York,Office Supplies,Other,Corporate,Binders,8/26/2021,US-2021-102141,Deluxe Heavy-Duty Vinyl Round Ring Binder,$0.05K,,$0.1K,
Pennsylvania,Office Supplies,OIC,Corporate,Fasteners,11/28/2021,US-2021-127243,Translucent Push Pins by OIC,$0.00K,,$0.0K,
Ohio,Office Supplies,Rogers,Corporate,Art,12/2/2022,US-2022-157469,Rogers Handheld Barrel Pencil Sharpener,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Other,Corporate,Labels,9/29/2019,US-2019-122931,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",$0.02K,,$0.1K,
New York,Office Supplies,Other,Corporate,Binders,12/6/2021,US-2021-162390,Trimflex Flexible Post Binders,$0.08K,,$0.2K,
Pennsylvania,Office Supplies,GBC,Corporate,Binders,9/7/2020,US-2020-102876,GBC Wire Binding Strips,-$0.01K,,$0.0K,
Pennsylvania,Office Supplies,GBC,Corporate,Binders,9/9/2022,US-2022-118087,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,GBC,Corporate,Binders,9/28/2022,US-2022-152205,GBC Standard Plastic Binding Systems Combs,$0.00K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Acco,Corporate,Binders,8/21/2020,US-2020-154823,Acco D-Ring Binder w/DublLock,-$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Pressboard,Corporate,Binders,7/6/2022,US-2022-124303,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Fellowes,Corporate,Binders,8/29/2021,US-2021-159912,Fellowes Black Plastic Comb Bindings,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Wilson Jones,Corporate,Binders,9/9/2022,US-2022-118087,Wilson Jones Standard D-Ring Binders,$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Avery,Corporate,Binders,8/16/2020,US-2020-126753,"Avery Durable Plastic 1"" Binders",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,GBC,Corporate,Binders,11/28/2021,US-2021-127243,GBC Plasticlear Binding Covers,-$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Corporate,Binders,5/4/2022,US-2022-133067,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",$0.00K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Wilson Jones,Corporate,Binders,5/21/2020,US-2020-102806,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",-$0.02K,,$0.0K,
Ohio,Office Supplies,Other,Corporate,Binders,9/27/2021,US-2021-163202,Recycled Pressboard Report Cover with Reinforced Top Hinge,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Corporate,Binders,3/5/2020,US-2020-109001,Avery Round Ring Poly Binders,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Angle-D,Corporate,Binders,9/7/2020,US-2020-102876,Angle-D Ring Binders,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Corporate,Binders,8/16/2020,US-2020-126753,Avery Durable Slant Ring Binders With Label Holder,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Corporate,Binders,5/4/2022,US-2022-133067,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",-$0.01K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,GBC,Corporate,Binders,4/30/2022,US-2022-144526,GBC VeloBind Cover Sets,-$0.01K,$0.0K,$0.0K,$0.0K
Ohio,Office Supplies,Other,Corporate,Binders,12/5/2019,US-2019-151162,Large Capacity Hanging Post Binders,-$0.02K,,$0.0K,
Pennsylvania,Office Supplies,Wilson Jones,Corporate,Binders,5/3/2022,US-2022-132199,Wilson Jones Legal Size Ring Binders,-$0.02K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,Avery,Corporate,Binders,9/4/2020,US-2020-113523,Avery Heavy-Duty EZD View Binder with Locking Rings,-$0.01K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Corporate,Binders,9/15/2020,US-2020-100734,Avery Hidden Tab Dividers for Binding Systems,$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Other,Corporate,Binders,4/9/2022,US-2022-169404,Tuf-Vin Binders,-$0.03K,$0.0K,$0.0K,$0.0K
Pennsylvania,Office Supplies,GBC,Corporate,Binders,6/25/2021,US-2021-152051,GBC Wire Binding Strips,-$0.03K,,$0.0K,
Ohio,Office Supplies,GBC,Corporate,Binders,4/16/2020,US-2020-161263,"GBC Velobind Prepunched Cover Sets, Regency Series",-$0.05K,,$0.1K,
Pennsylvania,Office Supplies,Wilson Jones,Corporate,Binders,5/3/2022,US-2022-132199,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-$0.04K,$0.0K,$0.1K,$0.1K
Pennsylvania,Office Supplies,Avery,Corporate,Binders,9/26/2019,US-2019-144974,"Avery Durable Slant Ring Binders, No Labels",$0.00K,,$0.0K,
Pennsylvania,Office Supplies,Avery,Corporate,Binders,1/4/2021,US-2021-158211,Avery Arch Ring Binders,-$0.08K,,$0.1K,
Pennsylvania,Office Supplies,Other,Corporate,Binders,10/26/2022,US-2022-115119,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",-$0.07K,-$0.1K,$0.1K,$0.1K
Ohio,Office Supplies,Wilson Jones,Corporate,Binders,11/15/2020,US-2020-129525,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-$0.12K,,$0.2K,
Virginia,Office Supplies,Sanford,Corporate,Art,10/21/2019,US-2019-100916,SANFORD Liquid Accent Tank-Style Highlighters,$0.00K,,$0.0K,
Georgia,Office Supplies,GBC,Corporate,Binders,6/23/2020,US-2020-106187,GBC DocuBind P100 Manual Binding Machine,$0.07K,,$0.2K,
Arkansas,Office Supplies,Universal,Corporate,Labels,10/11/2019,US-2019-114314,Self-Adhesive Address Labels for Typewriters by Universal,$0.00K,,$0.0K,
Georgia,Office Supplies,Xerox,Corporate,Paper,6/13/2020,US-2020-137281,Xerox 202,$0.00K,,$0.0K,
Kentucky,Office Supplies,Xerox,Corporate,Paper,11/6/2022,US-2022-154816,Xerox 1987,$0.00K,$0.0K,$0.0K,$0.0K
Mississippi,Office Supplies,Boston,Corporate,Art,12/14/2020,US-2020-125066,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",$0.02K,,$0.1K,
Georgia,Office Supplies,Acco,Corporate,Binders,3/27/2021,US-2021-119074,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",$0.02K,,$0.0K,
Georgia,Office Supplies,Staple envelope,Corporate,Envelopes,11/22/2019,US-2019-129091,Staple envelope,$0.01K,,$0.0K,
Georgia,Office Supplies,Xerox,Corporate,Paper,4/20/2020,US-2020-149342,Xerox 2,$0.01K,,$0.0K,
Louisiana,Office Supplies,Xerox,Corporate,Paper,3/12/2021,US-2021-115504,Xerox 218,$0.01K,,$0.0K,
Virginia,Office Supplies,Xerox,Corporate,Paper,2/7/2020,US-2020-147529,Xerox 1957,$0.01K,,$0.0K,
Kentucky,Office Supplies,Other,Corporate,Storage,11/1/2019,US-2019-152562,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",$0.02K,,$0.1K,
Georgia,Office Supplies,Fiskars,Corporate,Supplies,9/18/2022,US-2022-164756,"Fiskars 8"" Scissors, 2/Pack",$0.01K,$0.0K,$0.0K,$0.0K
Georgia,Office Supplies,Belkin,Corporate,Appliances,7/10/2022,US-2022-169012,Belkin 7-Outlet SurgeMaster Home Series,$0.01K,$0.0K,$0.0K,$0.0K
Georgia,Office Supplies,Other,Corporate,Appliances,11/22/2019,US-2019-129091,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,$0.29K,,$0.7K,
Virginia,Office Supplies,Holmes,Corporate,Appliances,10/15/2021,US-2021-142097,Holmes Odor Grabber,$0.01K,,$0.0K,
Georgia,Office Supplies,Newell,Corporate,Art,11/26/2022,US-2022-165029,Newell 347,$0.00K,$0.0K,$0.0K,$0.0K
Georgia,Office Supplies,Hunt,Corporate,Art,9/18/2022,US-2022-164756,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$0.03K,$0.0K,$0.1K,$0.1K
Kentucky,Office Supplies,Quartet,Corporate,Art,8/21/2020,US-2020-122168,"Quartet Omega Colored Chalk, 12/Pack",$0.01K,,$0.0K,
Kentucky,Office Supplies,Newell,Corporate,Art,11/21/2019,US-2019-102274,Newell 322,$0.00K,,$0.0K,
Kentucky,Office Supplies,Other,Corporate,Art,11/1/2019,US-2019-152562,"OIC #2 Pencils, Medium Soft",$0.00K,,$0.0K,
Alabama,Office Supplies,Avery,Corporate,Binders,6/13/2020,US-2020-104941,Avery Heavy-Duty EZD View Binder with Locking Rings,$0.01K,,$0.0K,
Georgia,Office Supplies,Ibico,Corporate,Binders,5/5/2022,US-2022-160724,Ibico Covers for Plastic or Wire Binding Elements,$0.02K,$0.0K,$0.0K,$0.0K
Georgia,Office Supplies,GBC,Corporate,Binders,4/8/2022,US-2022-157854,GBC DocuBind TL300 Electric Binding System,$1.26K,$1.3K,$2.7K,$2.7K
Georgia,Office Supplies,Other,Corporate,Envelopes,11/22/2019,US-2019-129091,Fashion Color Clasp Envelopes,$0.01K,,$0.0K,
South Carolina,Office Supplies,Other,Corporate,Envelopes,5/23/2020,US-2020-154921,Cameo Buff Policy Envelopes,$0.09K,,$0.2K,
Virginia,Office Supplies,Other,Corporate,Fasteners,9/12/2021,US-2021-123946,Staples,$0.01K,,$0.0K,
Georgia,Office Supplies,Avery,Corporate,Labels,11/3/2022,US-2022-126046,Avery 476,$0.01K,$0.0K,$0.0K,$0.0K
Georgia,Office Supplies,Other,Corporate,Paper,12/2/2019,US-2019-103807,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",$0.01K,,$0.0K,
Kentucky,Office Supplies,Space Solutions,Corporate,Storage,11/21/2019,US-2019-102274,Space Solutions Commercial Steel Shelving,$0.01K,,$0.2K,
Alabama,Office Supplies,Newell,Corporate,Art,3/22/2020,US-2020-121552,Newell 316,$0.01K,,$0.0K,
Virginia,Office Supplies,Rogers,Corporate,Art,5/12/2021,US-2021-109911,Rogers Handheld Barrel Pencil Sharpener,$0.00K,,$0.0K,
Alabama,Office Supplies,Wilson Jones,Corporate,Binders,5/19/2022,US-2022-127803,Wilson Jones Four-Pocket Poly Binders,$0.01K,$0.0K,$0.0K,$0.0K
Virginia,Office Supplies,GBC,Corporate,Binders,12/1/2020,US-2020-148817,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",$0.03K,,$0.1K,
Alabama,Office Supplies,Xerox,Corporate,Paper,12/27/2019,US-2019-153087,Xerox 1983,$0.01K,,$0.0K,
Georgia,Office Supplies,Xerox,Corporate,Paper,9/18/2022,US-2022-164756,Xerox 1997,$0.01K,$0.0K,$0.0K,$0.0K
Virginia,Office Supplies,Decoflex,Corporate,Storage,12/1/2020,US-2020-148817,"Decoflex Hanging Personal Folder File, Blue",$0.02K,,$0.1K,
Georgia,Office Supplies,GBC,Corporate,Binders,11/22/2019,US-2019-129091,GBC ProClick Punch Binding System,$0.16K,,$0.3K,
Virginia,Office Supplies,Other,Corporate,Envelopes,2/7/2020,US-2020-147529,Cameo Buff Policy Envelopes,$0.15K,,$0.3K,
Alabama,Office Supplies,Xerox,Corporate,Paper,6/13/2020,US-2020-104941,Xerox 204,$0.02K,,$0.0K,
Georgia,Office Supplies,Xerox,Corporate,Paper,9/18/2022,US-2022-164756,Xerox 1917,$0.11K,$0.1K,$0.2K,$0.2K
South Carolina,Office Supplies,Other,Corporate,Storage,9/9/2022,US-2022-147361,X-Rack File for Hanging Folders,$0.01K,$0.0K,$0.1K,$0.1K
Virginia,Office Supplies,Eldon,Corporate,Storage,10/21/2019,US-2019-100916,"Eldon Base for stackable storage shelf, platinum",$0.01K,,$0.2K,
Virginia,Office Supplies,Rogers,Corporate,Storage,9/12/2021,US-2021-123946,"Rogers Jumbo File, Granite",$0.00K,,$0.1K,
Alabama,Office Supplies,Newell,Corporate,Art,6/13/2020,US-2020-104941,Newell 31,$0.01K,,$0.0K,
Virginia,Office Supplies,Other,Corporate,Envelopes,10/15/2021,US-2021-142097,#10 Self-Seal White Envelopes,$0.03K,,$0.1K,
Virginia,Office Supplies,Avery,Corporate,Labels,5/30/2021,US-2021-113831,Avery 473,$0.03K,,$0.1K,
Kentucky,Office Supplies,Other,Corporate,Paper,11/21/2019,US-2019-102274,Multicolor Computer Printout Paper,$0.30K,,$0.6K,
Alabama,Office Supplies,Boston,Corporate,Art,8/5/2021,US-2021-102232,"Boston Model 1800 Electric Pencil Sharpener, Gray",$0.06K,,$0.2K,
Virginia,Office Supplies,GBC,Corporate,Binders,10/15/2021,US-2021-142097,GBC Twin Loop Wire Binding Elements,$0.12K,,$0.2K,
Georgia,Office Supplies,Other,Corporate,Paper,9/18/2022,US-2022-164756,"Post-it ¡°Important Message¡± Note Pad, Neon Colors, 50 Sheets/Pad",$0.02K,$0.0K,$0.1K,$0.1K
South Carolina,Office Supplies,Fellowes,Corporate,Storage,9/9/2022,US-2022-147361,Fellowes Officeware Wire Shelving,$0.01K,$0.0K,$0.6K,$0.6K
Virginia,Office Supplies,Other,Corporate,Binders,9/6/2020,US-2020-169572,"SlimView Poly Binder, 3/8""",$0.02K,,$0.0K,
Alabama,Office Supplies,Other,Corporate,Envelopes,7/25/2020,US-2020-154291,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",$0.05K,,$0.1K,
Virginia,Office Supplies,Other,Corporate,Envelopes,5/30/2021,US-2021-166380,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",$0.01K,,$0.0K,
Kentucky,Office Supplies,Other,Corporate,Art,8/21/2020,US-2020-122168,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",$0.01K,,$0.0K,
Florida,Office Supplies,Other,Corporate,Appliances,3/21/2022,US-2022-156272,APC 7 Outlet Network SurgeArrest Surge Protector,$0.01K,$0.0K,$0.1K,$0.1K
North Carolina,Office Supplies,Euro Pro,Corporate,Appliances,3/10/2022,US-2022-155824,Euro Pro Shark Stick Mini Vacuum,$0.00K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Stanley,Corporate,Art,12/11/2022,US-2022-168389,Stanley Bostitch Contemporary Electric Pencil Sharpeners,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Other,Corporate,Labels,11/8/2020,US-2020-108259,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",$0.00K,,$0.0K,
Tennessee,Office Supplies,Advantus,Corporate,Paper,9/25/2020,US-2020-120845,Advantus Motivational Note Cards,$0.00K,,$0.0K,
North Carolina,Office Supplies,Fellowes,Corporate,Storage,4/12/2021,US-2021-124254,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,-$0.01K,,$0.1K,
Tennessee,Office Supplies,Other,Corporate,Storage,6/15/2022,US-2022-119284,"Hot File 7-Pocket, Floor Stand",$0.02K,$0.0K,$0.1K,$0.1K
Florida,Office Supplies,Eureka,Corporate,Appliances,3/24/2020,US-2020-112508,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",$0.00K,,$0.0K,
Florida,Office Supplies,Holmes,Corporate,Appliances,7/23/2021,US-2021-165316,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",$0.01K,,$0.0K,
Tennessee,Office Supplies,Fellowes,Corporate,Appliances,5/13/2022,US-2022-104318,Fellowes Basic Home/Office Series Surge Protectors,$0.00K,$0.0K,$0.0K,$0.0K
Tennessee,Office Supplies,Eureka,Corporate,Appliances,9/7/2022,US-2022-128769,Eureka The Boss Cordless Rechargeable Stick Vac,$0.01K,$0.0K,$0.1K,$0.1K
Florida,Office Supplies,Other,Corporate,Art,9/20/2019,US-2019-151953,Nontoxic Chalk,$0.00K,,$0.0K,
Florida,Office Supplies,Dixon,Corporate,Art,5/14/2021,US-2021-148901,Dixon Ticonderoga Pencils,$0.00K,,$0.0K,
Florida,Office Supplies,Newell,Corporate,Art,6/8/2020,US-2020-162201,Newell 344,$0.00K,,$0.0K,
Florida,Office Supplies,Boston,Corporate,Art,7/23/2021,US-2021-165316,Boston 16801 Nautilus Battery Pencil Sharpener,$0.00K,,$0.0K,
Florida,Office Supplies,Avery,Corporate,Labels,8/9/2020,US-2020-155453,Avery File Folder Labels,$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Corporate,Paper,9/28/2022,US-2022-160017,Xerox 220,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Xerox,Corporate,Paper,9/12/2019,US-2019-138527,Xerox 220,$0.00K,,$0.0K,
North Carolina,Office Supplies,Xerox,Corporate,Paper,9/28/2019,US-2019-125136,Xerox 195,$0.00K,,$0.0K,
North Carolina,Office Supplies,Other,Corporate,Paper,10/9/2019,US-2019-137911,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",$0.03K,,$0.1K,
Florida,Office Supplies,Other,Corporate,Storage,4/24/2022,US-2022-168102,Sensible Storage WireTech Storage Systems,-$0.02K,$0.0K,$0.1K,$0.1K
Florida,Office Supplies,Advantus,Corporate,Storage,9/19/2022,US-2022-139619,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$0.01K,$0.0K,$0.1K,$0.1K
North Carolina,Office Supplies,Martin-Yale,Corporate,Supplies,10/10/2021,US-2021-150357,Martin-Yale Premier Letter Opener,$0.00K,,$0.0K,
Florida,Office Supplies,Rogers,Corporate,Art,10/27/2022,US-2022-110310,Rogers Handheld Barrel Pencil Sharpener,$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Quartet,Corporate,Art,6/16/2022,US-2022-136826,"Quartet Omega Colored Chalk, 12/Pack",$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,Newell,Corporate,Art,11/1/2019,US-2019-102673,Newell 320,$0.00K,,$0.0K,
Tennessee,Office Supplies,Berol,Corporate,Art,9/22/2021,US-2021-109743,Berol Giant Pencil Sharpener,$0.00K,,$0.0K,
Florida,Office Supplies,Other,Corporate,Envelopes,3/12/2020,US-2020-128083,Convenience Packs of Business Envelopes,$0.00K,,$0.0K,
Florida,Office Supplies,Smead,Corporate,Labels,6/8/2020,US-2020-162201,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,$0.00K,,$0.0K,
North Carolina,Office Supplies,Avery,Corporate,Labels,7/5/2020,US-2020-158911,Avery 508,$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Corporate,Paper,3/26/2020,US-2020-103793,Xerox 1988,$0.02K,,$0.1K,
North Carolina,Office Supplies,Other,Corporate,Paper,10/20/2022,US-2022-115252,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),$0.00K,$0.0K,$0.0K,$0.0K
North Carolina,Office Supplies,TOPS,Corporate,Paper,4/12/2021,US-2021-124254,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",$0.00K,,$0.0K,
North Carolina,Office Supplies,Fellowes,Corporate,Storage,4/12/2021,US-2021-124254,Fellowes Bankers Box Recycled Super Stor/Drawer,-$0.02K,,$0.1K,
Tennessee,Office Supplies,Staple magnet,Corporate,Storage,12/27/2020,US-2020-103870,Staple magnet,$0.00K,,$0.0K,
Florida,Office Supplies,Fiskars,Corporate,Supplies,5/1/2020,US-2020-161998,"Fiskars 8"" Scissors, 2/Pack",$0.00K,,$0.0K,
Florida,Office Supplies,Dixon,Corporate,Art,6/18/2020,US-2020-147011,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$0.00K,,$0.0K,
Florida,Office Supplies,Avery,Corporate,Labels,8/27/2021,US-2021-116764,Avery 484,$0.00K,,$0.0K,
Florida,Office Supplies,Xerox,Corporate,Paper,6/5/2022,US-2022-141614,Xerox 227,$0.01K,$0.0K,$0.0K,$0.0K
Florida,Office Supplies,Fellowes,Corporate,Storage,6/8/2020,US-2020-162201,Fellowes Super Stor/Drawer Files,-$0.01K,,$0.5K,
North Carolina,Office Supplies,Fellowes,Corporate,Appliances,9/12/2019,US-2019-138527,Fellowes 8 Outlet Superior Workstation Surge Protector,$0.02K,,$0.2K,
Florida,Office Supplies,Bulldog,Corporate,Art,12/2/2022,US-2022-164917,Bulldog Vacuum Base Pencil Sharpener,$0.00K,$0.0K,$0.0K,$0.0K
